,star_rating,helpful_votes,total_votes,review
181,3,4,4,"I wanted a product that was a microwave and toaster ... I wanted a product that was a microwave and toaster, and this claimed to be in the description.  It does not toast!  The manual is awful, very little and very confusing instructions."
182,2,0,0,Good microwave oven.  Priced right. Good microwave oven.  Priced right. Setting too high will burn everything till learning curve is over.  Expect to burn a lot of food.  8/26/15 re-review  turn table inside quit working.
183,1,0,0,One Star it's starting not to work well - takes too long to heat food and leaves cold and hot spots.
185,5,0,1,Five Stars 5 star very happy with it
187,5,0,1,Amazing Simply the best microwave we have ever owned
188,5,0,0,A great little microwave for the price As described. A great little microwave for the price!
189,4,1,1,I works well and I am happy with it It is a cute microwave that fits into the space I had.  It is a little smaller than I had imagined and the &#34;crome&#34; on the outside is a little hard to clean.  I works well and I am happy with it.
190,5,0,0,Five Stars Great product
191,5,0,0,Five Stars Powerful and beautiful microwave.
192,5,0,0,Five Stars Very good product for the price.
193,5,0,0,"Great Trim Kit Great product, looks nice... Exactly what we were looking for. Arrived in great shape two days after we ordered it!"
195,4,0,0,"So far she is very happy wit it It is everything I wanted it to be. Got it for my 92 year old mother who had a microwave die on her. So far she is very happy wit it. Time will tell if it is a substantial product, but the price was very good."
196,1,0,0,Cheaply put together. Very low quality for the amount ... Cheaply put together.  Very low quality for the amount of money spent. Spend a little more and get a quality product.
197,5,0,1,"Excellent value for money He has worked perfectly right out the box. It was simple to set up and easy to use. I've used it to defrost meat, make beverages, bake potatoes etc etc and its been great. Excellent value for money. It lived up to its Consumer Report's Best Buy status"
199,4,0,0,Four Stars Fine product.
200,3,1,1,Perhaps its my fault in not researching the low wattage ... Perhaps its my fault in not researching the low wattage but indeed this microwave takes an exorbitant amount of time to heat items
201,1,0,1,One Star Late Package Delivery. Damaged Item.
202,5,0,0,"Absolutely fine. Actually Absolutely fine.<br />Actually, I recommended it to a friend.  It was the right size for her.<br />She ordered and received from you.  Fits perfectly for her too.<br />I like the handle on the door.  Makes it easier."
204,4,2,2,"Four Stars Wish the cord was longer, but I really like the way it fits into the corner of my countertop. I have a small kitchen & it doesn't take up a lot of space."
205,5,0,0,Nice little Machine! Fits in my studio without taking up to much space. I have no down side to comment on this little microwave. It functions perfectly for what I need it for...which is heating bowls of isomalt for working hot sugar art. Love it!
206,4,0,0,"Great buy for the money I looked a long time before I found this microwave; it was very hard to find one where the interior light goes on when the door is opened (not just when it is in operation).  This one does, is logical to operate and fits nicely on a counter top. The only thing on my wish list that is lacking is power; it's only 1,000 watts and I would have preferred 1,200 watts."
207,5,3,3,Great for limited space This is a great little microwave. It fits perfectly in my tiny space so that I have a little more needed counter space than I did with my larger microwave
208,5,0,0,Perfect size for my dinner plates Perfect size for my dinner plates. I like the express cook buttons that allow me to hit one button to start cooking. Cooking times for store bought frozen foods seems to be just right for this microwave. Good quality for a low price.
209,4,0,0,Simple Pretty simple
210,4,0,0,Four Stars very good
211,5,0,0,Five Stars works
213,4,0,0,Great Works as expected. Great value.
214,5,0,0,Works great and priced right I am in a wheelchair.  Cannot stand to reach our over the stove microwave.  Purchased this to place on he counter.  Now I can microwave to my hearts content.  Works great and priced right.  Would recommend it to everyone.
215,5,0,0,Five Stars Exactly what I wanted.
216,5,0,0,Five Stars Looks great for the price and works well! Could not ask for more.
217,5,0,0,Five Stars Product does the job it was sold to do.
219,2,0,0,"It's tinny. It's kind of tinny.  Probably just too small . The latch for closing the door sticks so you need to slam the it,  and the whole thing shakes.  I'm already prepared for itt o die, and I will buy a larger and more expensive one."
220,5,0,0,Five Stars love this! Good size for countertops<br /><br />had it since January 2015 and loved every minute of it.
